"Carne, bovina, costela, crua","357.72","1496.71","16.71","0","31.75","44.19","0"
"Carne, bovina, coxão duro, sem gordura, cozido","216.62","906.32","31.88","0","8.92","71.1","0"
"Carne, bovina, coxão duro, sem gordura, cru","147.97","619.09","21.51","0","6.22","59.98","0"
"Carne, bovina, coxão mole, sem gordura, cozido","218.68","914.94","32.38","0","8.91","84.15","0"
"Carne, bovina, coxão mole, sem gordura, cru","169.07","707.37","21.23","0","8.69","83.82","0"
"Carne, bovina, cupim, assado","330.1","1381.14","28.63","0","23.04","90.8","0"
"Carne, bovina, cupim, cru","221.4","926.33","19.54","0","15.3","50.95","0"
"Carne, bovina, fígado, cru","141.05","590.14","20.71","1.11","5.36","392.88","0"
"Carne, bovina, fígado, grelhado","225.03","941.51","29.86","4.2","9.01","601.47","0"
"Carne, bovina, filé mingnon, sem gordura, cru","142.86","597.74","21.6","0","5.61","54.76","0"
"Carne, bovina, filé mingnon, sem gordura, grelhado","219.7","919.24","32.8","0","8.83","102.88","0"
"Carne, bovina, flanco, sem gordura, cozido","195.58","818.29","29.38","0","7.77","62","0"
"Carne, bovina, flanco, sem gordura, cru","141.46","591.87","20","0","6.22","50.3","0"
"Carne, bovina, fraldinha, com gordura, cozida","338.45","1416.06","24.24","0","26.05","64.87","0"
"Carne, bovina, fraldinha, com gordura, crua","220.72","923.51","17.58","0","16.15","54.34","0"
"Carne, bovina, lagarto, cozido","222.47","930.81","32.86","0","9.11","55.7","0"
"Carne, bovina, lagarto, cru","134.86","564.27","20.54","0","5.23","55.79","0"
"Carne, bovina, língua, cozida","314.9","1317.55","21.37","0","24.8","105.07","0"
"Carne, bovina, língua, crua","215.25","900.61","17.09","0","15.77","117.85","0"
"Carne, bovina, maminha, crua","152.77","639.17","20.93","0","7.03","50.8","0"
"Carne, bovina, maminha, grelhada","153.09","640.53","30.74","0","2.42","87.7","0"
"Carne, bovina, miolo de alcatra, sem gordura, cru","162.87","681.45","21.61","0","7.83","60.37","0"
"Carne, bovina, miolo de alcatra, sem gordura, grelhado","241.36","1009.87","31.93","0","11.64","92.2","0"
"Carne, bovina, músculo, sem gordura, cozido","193.8","810.86","31.23","0","6.7","56.15","0"
"Carne, bovina, músculo, sem gordura, cru","141.58","592.37","21.56","0","5.49","50.94","0"
"Carne, bovina, paleta, com gordura, crua","158.71","664.04","21.41","0","7.46","58.26","0"
"Carne, bovina, paleta, sem gordura, cozida","193.65","810.24","29.72","0","7.4","55.61","0"
"Carne, bovina, paleta, sem gordura, crua","140.94","589.7","21.03","0","5.67","42.25","0"
"Carne, bovina, patinho, sem gordura, cru","133.47","558.43","21.72","0","4.51","55.61","0"
"Carne, bovina, patinho, sem gordura, grelhado","219.26","917.38","35.9","0","7.31","125.68","0"
"Carne, bovina, peito, sem gordura, cozido","338.47","1416.17","22.25","0","26.99","99.54","0"
"Carne, bovina, peito, sem gordura, cru","259.28","1084.81","17.56","0","20.43","59.3","0"
"Carne, bovina, picanha, com gordura, crua","212.88","890.69","18.82","0","14.69","59.55","0"
"Carne, bovina, picanha, com gordura, grelhada","288.77","1208.2","26.42","0","19.51","91.76","0"
"Carne, bovina, picanha, sem gordura, crua","133.52","558.66","21.25","0","4.74","75.23","0"
"Carne, bovina, picanha, sem gordura, grelhada","238.47","997.75","31.91","0","11.33","99.71","0"
"Carne, bovina, seca, cozida","312.8","1308.75","26.93","0","21.93","100.14","0"
"Carne, bovina, seca, crua","312.75","1308.54","19.66","0","25.37","91.55","0"
"Coxinha de frango, frita","283.05","1184.27","9.61","34.52","11.84","14.81","4.97"
"Croquete, de carne, cru","245.77","1028.31","12.04","13.95","15.56","29.85","0"
"Croquete, de carne, frito","346.74","1450.77","16.86","18.15","22.67","38.1","0"
"Empada de frango, pré-cozida, assada","358.19","1498.67","6.94","47.49","15.61","22.72","2.16"
"Empada, de frango, pré-cozida","377.48","1579.37","7.34","35.53","22.89","23.28","2.22"
"Frango, asa, com pele, crua","213.19","891.98","18.1","0","15.07","113.45","0"
"Frango, caipira, inteiro, com pele, cozido","242.89","1016.25","23.88","0","15.62","109.55","0"
"Frango, caipira, inteiro, sem pele, cozido","195.76","819.06","29.58","0","7.7","105.52","0"
"Frango, coração, cru","221.5","926.77","12.58","0","18.6","159.24","0"
"Frango, coração, grelhado","207.27","867.23","22.44","0.61","12.1","280.36","0"
"Frango, coxa, com pele, assada","215.12","900.06","28.49","0.06","10.36","145.48","0"
"Frango, coxa, com pele, crua","161.47","675.61","17.09","0","9.81","97.4","0"
"Frango, coxa, sem pele, cozida","167.43","700.52","26.86","0","5.85","132.92","0"
"Frango, coxa, sem pele, crua","119.95","501.86","17.81","0.02","4.86","90.56","0"
"Frango, fígado, cru","106.48","445.53","17.59","-0.02","3.49","340.58","0"
"Frango, filé, à milanesa","220.87","924.13","28.46","7.51","7.79","84.32","1.13"
"Frango, inteiro, com pele, cru","226.32","946.92","16.44","0","17.31","84.84","0"
"Frango, inteiro, sem pele, assado","187.34","783.82","28.03","0","7.5","110.94","0"
"Frango, inteiro, sem pele, cozido","170.39","712.91","24.99","0","7.06","98.93","0"
"Frango, inteiro, sem pele, cru","129.1","540.14","20.59","0","4.57","78.24","0"
"Frango, peito, com pele, assado","211.68","885.68","33.42","0","7.65","109.03","0"
"Frango, peito, com pele, cru","149.47","625.36","20.78","0","6.73","79.93","0"
"Frango, peito, sem pele, cozido","162.87","681.47","31.47","0","3.16","88.51","0"
"Frango, peito, sem pele, cru","119.16","498.56","21.53","0","3.02","58.68","0"
"Frango, peito, sem pele, grelhado","159.19","666.03","32.03","0","2.48","89.12","0"
"Frango, sobrecoxa, com pele, assada","259.6","1086.19","28.7","0","15.19","158.26","0"
"Frango, sobrecoxa, com pele, crua","254.53","1064.96","15.46","0","20.9","87.63","0"
"Frango, sobrecoxa, sem pele, assada","232.88","974.38","29.18","0","12.01","145.11","0"
"Frango, sobrecoxa, sem pele, crua","161.8","676.96","17.57","0","9.62","84.09","0"
"Hambúrguer, bovino, cru","214.84","898.87","13.16","4.15","16.18","70.01","0"
"Hambúrguer, bovino, frito","258.28","1080.66","19.97","6.32","17.01","48.9","0"
"Hambúrguer, bovino, grelhado","209.83","877.94","13.16","11.33","12.43","58.53","0"
"Lingüiça, frango, crua","218.11","912.57","14.24","0","17.44","64.13","0"
"Lingüiça, frango, frita","245.46","1027.01","18.32","0","18.54","75.79","0"
"Lingüiça, frango, grelhada","243.66","1019.47","18.19","0","18.4","80.48","0"
"Lingüiça, porco, crua","227.2","950.62","16.06","0","17.58","52.93","0"
"Lingüiça, porco, frita","279.54","1169.61","20.45","0","21.31","74.71","0"
"Lingüiça, porco, grelhada","296.49","1240.51","23.17","0","21.9","81.7","0"
"Mortadela","268.82","1124.74","11.95","5.82","21.65","82.76","0"
"Peru, congelado, assado","163.07","682.29","26.2","0","5.68","91.24","0"
"Peru, congelado, cru","93.72","392.13","18.08","0","1.83","68.16","0"
"Porco, bisteca, crua","164.12","686.66","21.5","0","8.02","56.38","0"
"Porco, bisteca, frita","311.17","1301.93","33.75","0","18.52","126.3","0"
"Porco, bisteca, grelhada","280.08","1171.87","28.89","0","17.38","81.68","0"
"Porco, costela, assada","402.17","1682.67","30.22","0","30.28","112.86","0"
"Porco, costela, crua","255.61","1069.46","18","0","19.82","68.83","0"
"Porco, lombo, assado","210.23","879.62","35.73","0","6.4","103.08","0"
"Porco, lombo, cru","175.63","734.82","22.6","0","8.77","55.39","0"
"Porco, orelha, salgada, crua","258.49","1081.53","18.52","0","19.89","83.01","0"
"Porco, pernil, assado","262.26","1097.29","32.13","0","13.86","109.8","0"
"Porco, pernil, cru","186.06","778.46","20.13","0","11.1","58.69","0"
"Porco, rabo, salgado, cru","377.42","1579.11","15.58","0","34.47","89.09","0"
"Presunto, com capa de gordura","127.85","534.92","14.37","1.4","6.77","39.51","0"
"Presunto, sem capa de gordura","93.74","392.22","14.29","2.15","2.71","35.77","0"
"Quibe, assado","136.23","569.98","14.59","12.86","2.68","33.73","1.9"
"Quibe, cru","109.49","458.11","12.35","10.77","1.67","26.93","1.65"
"Quibe, frito","253.83","1062.03","14.89","12.34","15.8","37.77","0"
"Salame","397.84","1664.57","25.81","2.91","30.64","85.09","0"
"Toucinho, cru","592.53","2479.15","11.48","0","60.26","73.08","0"
"Toucinho, frito","696.56","2914.42","27.28","0","64.31","89.46","0"
"Bebida láctea, pêssego","55.16","230.81","2.13","7.57","1.91","5.37","0.29"
"Creme de Leite","221.48","926.69","1.51","4.51","22.48","66.48","0"
"Iogurte, natural","51.49","215.43","4.06","1.92","3.04","13.78","0"
"Iogurte, natural, desnatado","41.49","173.61","3.83","5.77","0.32","3.33","0"
"Iogurte, sabor abacaxi","0","0","0","0","0","5.63","0"
"Iogurte, sabor morango","69.57","291.06","2.71","9.69","2.33","7.49","0.22"
"Iogurte, sabor pêssego","67.85","283.88","2.53","9.43","2.34","8.4","0.72"
"Leite, condensado","312.57","1307.8","7.67","57","6.74","27.64","0"
"Leite, de cabra","66.42","277.88","3.07","5.25","3.75","13.99","0"
"Leite, de vaca, achocolatado","82.82","346.52","2.1","14.16","2.17","6.08","0.65"
"Leite, de vaca, desnatado, pó","361.61","1512.97","34.69","53.04","0.93","24.79","0"
"Leite, de vaca, desnatado, UHT","0","0","0","0","0","3.75","0"
"Leite, de vaca, integral","0","0","0","0","0","10.49","0"
"Leite, de vaca, integral, pó","496.65","2077.98","25.42","39.18","26.9","85.26","0"
"Leite, fermentado","69.62","291.3","1.89","15.67","0.1","1.85","0"
"Queijo, minas, frescal","264.27","1105.72","17.41","3.24","20.18","62","0"
"Queijo, minas, meia cura","320.72","1341.9","21.21","3.57","24.61","76.3","0"
"Queijo, mozarela","329.87","1380.18","22.65","3.05","25.18","79.58","0"
"Queijo, parmesão","452.96","1895.2","35.55","1.66","33.53","105.84","0"
"Queijo, pasteurizado","303.08","1268.09","9.36","5.68","27.44","82.16","0"
"Queijo, petit suisse, morango","121.11","506.71","5.79","18.46","2.84","12.07","0"
"Queijo, prato","359.88","1505.74","22.66","1.88","29.11","90.9","0"
"Queijo, requeijão, cremoso","256.58","1073.52","9.63","2.43","23.44","73.67","0"
"Queijo, ricota","139.73","584.64","12.6","3.79","8.11","48.7","0"
"Bebida isotônica, sabores variados","25.61","107.17","0","6.4","0","0","0"
"Café, infusão 10%","9.07","37.95","0.71","1.48","0.07","0","0"
"Cana, aguardente 1","215.66","902.33","0","0","0","0","0"
"Cana, caldo de","65.34","273.4","0","18.15","0","0","0.14"
"Cerveja, pilsen 2","40.72","170.37","0.56","3.32","0","0","0"
"Chá, erva-doce, infusão 5%","1.4","5.85","0","0.39","0","0","0"
"Chá, mate, infusão 5%","2.73","11.43","0","0.64","0.05","0","0"
"Chá, preto, infusão 5%","2.25","9.41","0","0.63","0","0","0"
"Coco, água de","21.51","89.99","0","5.28","0","0","0.13"
"Refrigerante, tipo água tônica","30.78","128.78","0","7.95","0","0","0"
"Refrigerante, tipo cola","33.51","140.22","0","8.66","0","0","0"
"Refrigerante, tipo guaraná","38.7","161.92","0","10","0","0","0"
"Refrigerante, tipo laranja","45.63","190.9","0","11.79","0","0","0"
"Refrigerante, tipo limão","39.72","166.18","0","10.26","0","0","0"
"Omelete, de queijo","268.01","1121.34","15.57","0.44","22.01","383.83","0"
"Ovo, de codorna, inteiro, cru","176.89","740.12","13.69","0.77","12.68","568","0"
"Ovo, de galinha, clara, cozida/10minutos","59.44","248.68","13.45","0","0.09","0","0"
"Ovo, de galinha, gema, cozida/10minutos","352.67","1475.59","15.9","1.56","30.78","1272.37","0"
"Ovo, de galinha, inteiro, cozido/10minutos","145.7","609.61","13.29","0.61","9.48","396.57","0"
"Ovo, de galinha, inteiro, cru","143.11","598.78","13.03","1.64","8.9","355.94","0"
"Ovo, de galinha, inteiro, frito","240.19","1004.94","15.62","1.19","18.59","516.26","0"
"Achocolatado, pó","401.02","1677.87","4.2","91.18","2.17","0","3.89"
"Açúcar, cristal","386.85","1619.21","0.32","99.61","0","0","0"
"Açúcar, mascavo","368.55","1542.03","0.76","94.45","0.09","0","0"
"Açúcar, refinado","386.57","1617.43","0.32","99.54","0","0","0"
"Chocolate, ao leite","539.59","2257.63","7.22","59.58","30.27","16.52","2.17"
"Chocolate, ao leite, com castanha do Pará","558.88","2338.34","7.41","55.38","34.19","15.5","2.46"
"Chocolate, ao leite, dietético","556.82","2329.75","6.9","56.32","33.77","12.96","2.85"
"Chocolate, meio amargo","474.92","1987.06","4.86","62.42","29.86","2.22","4.94"
"Cocada branca","448.85","1877.97","1.12","81.38","13.59","0","3.57"
"Doce, de abóbora, cremoso","198.94","832.35","0.92","54.61","0.21","0","2.28"
"Doce, de leite, cremoso","306.31","1281.6","5.48","59.49","5.99","20.06","0"
"Geléia, mocotó, natural","106.09","443.87","2.13","24.23","0.07","0","0"
"Glicose de milho","292.12","1222.22","0","79.38","0","0","0"
"Maria mole","301.24","1260.37","3.81","73.55","0.19","0","0.67"
"Maria mole, coco queimado","306.63","1282.95","3.93","75.06","0.09","0","0.64"
"Marmelada","257.24","1076.3","0.4","70.76","0.14","0","4.07"
"Mel, de abelha","309.24","1293.87","0","84.03","0","0","0"
"Melado","296.51","1240.58","0","76.62","0","0","0"
"Quindim","411.35","1721.08","4.74","46.3","24.43","271.02","3.22"
"Rapadura","351.96","1472.59","0.99","90.79","0.07","0","0"
"Café, pó, torrado","418.62","1751.5","14.7","65.75","11.95","0","51.23"
"Capuccino, pó","417.41","1746.43","11.31","73.61","8.63","28.9","2.44"
"Fermento em pó, químico","89.72","375.4","0.48","43.91","0.07","0","0"
"Fermento, biológico, levedura, tablete","89.79","375.7","16.96","7.7","1.52","0","4.17"
"Gelatina, sabores variados, pó","380.22","1590.85","8.89","89.22","0","0","0"
"Sal, dietético","0","0","0","0","0","0","0"
"Sal, grosso","0","0","0","0","0","0","0"
"Shoyu","60.93","254.92","3.31","11.65","0.33","0","0"
"Tempero a base de sal","21.33","89.24","2.67","2.07","0.26","0","0.56"
"Azeitona, preta, conserva","194.15","812.34","1.16","5.54","20.35","0","4.56"
"Azeitona, verde, conserva","136.94","572.94","0.95","4.1","14.22","0","3.85"
"Chantilly, spray, com gordura vegetal","314.96","1317.78","0.53","16.86","27.27","0","0"
"Leite, de coco","166.16","695.21","1.01","2.19","18.36","0","0.68"
"Maionese, tradicional com ovos","302.15","1264.21","0.58","7.9","30.5","42.47","0"
"Acarajé","289.21","1210.06","8.35","19.11","19.93","25.46","9.36"
"Arroz carreteiro","153.77","643.38","10.83","11.58","7.12","36.09","1.5"
"Baião de dois, arroz e feijão-de-corda","135.68","567.69","6.24","20.42","3.23","4.1","5.07"
"Barreado","164.98","690.26","18.27","0.24","9.53","60.11","0.15"
"Bife à cavalo, com contra filé","291.23","1218.5","23.66","0","21.15","256.63","0"
"Bolinho de arroz","273.51","1144.38","8.04","41.68","8.29","70.3","2.74"
"Camarão à baiana","100.78","421.68","7.94","3.17","5.97","116.78","0.39"
"Charuto, de repolho","78.23","327.33","6.78","10.13","1.12","21.34","1.46"
"Cuscuz, de milho, cozido com sal","113.46","474.71","2.16","25.28","0.68","0","2.05"
"Cuscuz, paulista","142.12","594.64","2.56","22.51","4.65","15.05","2.43"
"Cuxá, molho","80.09","335.1","5.64","5.74","3.59","58.39","3.02"
"Dobradinha","124.5","520.91","19.77","0","4.44","144.02","0"
"Estrogonofe de carne","173.14","724.42","15.03","2.98","10.8","66.22","0"
"Estrogonofe de frango","156.81","656.08","17.55","2.59","7.96","79.96","0"
"Feijão tropeiro mineiro","151.56","634.13","10.17","19.58","6.79","67.88","3.57"
"Feijoada","116.93","489.25","8.67","11.64","6.48","21.96","5.09"
"Frango, com açafrão","112.78","471.89","9.7","4.06","6.17","50.42","0.22"
"Macarrão, molho bolognesa","119.53","500.12","4.93","22.52","0.89","6.93","0.78"
"Maniçoba","134.22","561.59","9.96","3.42","8.7","42.77","2.16"
"Quibebe","86.35","361.29","8.56","6.64","2.67","0","1.67"
"Salada, de legumes, com maionese","96.1","402.1","1.05","8.92","7.04","7.2","2.22"
"Salada, de legumes, cozida no vapor","35.41","148.15","2.01","7.09","0.31","0","2.51"
"Salpicão, de frango","147.86","618.67","13.93","4.57","7.84","52.52","0.41"
"Sarapatel","122.98","514.56","18.47","1.09","4.42","315.36","0"
"Tabule","57.45","240.39","2.05","10.58","1.21","0","2.08"
"Tacacá","46.89","196.18","6.96","3.39","0.36","70.56","0.21"
"Tapioca, com manteiga","347.83","1455.31","0.09","63.59","10.91","31.19","0"
"Tucupi, com pimenta-de-cheiro","27.18","113.74","2.06","4.74","0.28","0","0.23"
"Vaca atolada","144.9","606.25","5.12","10.06","9.32","18.59","2.34"
"Vatapá","254.89","1066.47","6","9.75","23.23","44.45","1.7"
"Virado à paulista","306.95","1284.27","10.18","14.11","25.59","65.84","2.16"
"Yakisoba","112.8","471.96","7.52","18.25","2.61","0","1.06"
"Amendoim, grão, cru","544.05","2276.32","27.19","20.31","43.85","0","8.04"
"Amendoim, torrado, salgado","605.78","2534.59","22.48","18.7","53.96","0","7.76"
"Ervilha, em vagem","88.09","366.97","7.45","14.23","0.47","0","9.72"
"Ervilha, enlatada, drenada","73.84","308.97","4.6","13.44","0.38","0","5.08"
"Feijão, carioca, cozido","76.42","319.76","4.78","13.59","0.54","0","8.51"
"Feijão, carioca, cru","329.03","1376.65","19.98","61.22","1.26","0","18.42"
"Feijão, fradinho, cozido","78.01","326.39","5.09","13.5","0.64","0","7.47"
"Feijão, fradinho, cru","339.16","1419.07","20.21","61.24","2.37","0","23.59"
"Feijão, jalo, cozido","92.74","388.02","6.14","16.5","0.51","0","13.87"
"Feijão, jalo, cru","327.91","1371.96","20.1","61.48","0.95","0","30.32"
"Feijão, preto, cozido","77.03","322.28","4.48","14.01","0.54","0","8.4"
"Feijão, preto, cru","323.57","1353.8","21.34","58.75","1.24","0","21.83"
"Feijão, rajado, cozido","84.7","354.39","5.54","15.27","0.4","0","9.32"
"Feijão, rajado, cru","325.84","1363.33","17.27","62.93","1.17","0","24.01"
"Feijão, rosinha, cozido","67.87","283.95","4.54","11.82","0.48","0","4.76"
"Feijão, rosinha, cru","336.96","1409.85","20.92","62.22","1.33","0","20.63"
"Feijão, roxo, cozido","76.89","321.72","5.72","12.91","0.54","0","11.51"
"Feijão, roxo, cru","331.41","1386.64","22.17","59.99","1.24","0","33.84"
"Grão-de-bico, cru","354.7","1484.08","21.23","57.88","5.43","0","12.36"
"Guandu, cru","344.13","1439.86","18.96","64","2.13","0","21.31"
"Lentilha, cozida","92.64","387.6","6.31","16.3","0.52","0","7.86"
"Lentilha, crua","339.14","1418.97","23.15","62","0.77","0","16.94"
"Paçoca, amendoim","486.93","2037.3","16","52.38","26.08","0","7.32"
"Pé-de-moleque, amendoim","503.19","2105.35","13.16","54.73","28.05","0","3.39"
"Soja, farinha","403.96","1690.15","36.03","38.44","14.63","0","20.18"
"Soja, extrato solúvel, natural, fluido","39.1","163.61","2.38","4.28","1.61","0","0.37"
"Soja, extrato solúvel, pó","458.9","1920.02","35.69","28.48","26.18","0","7.31"
"Soja, queijo (tofu)","64.49","269.81","6.55","2.13","3.95","0","0.75"
"Tremoço, cru","381.28","1595.27","33.58","43.79","10.34","0","32.31"
"Tremoço, em conserva","120.64","504.77","11.11","12.39","3.78","0","14.44"
"Amêndoa, torrada, salgada","580.75","2429.85","18.55","29.55","47.32","0","11.64"
"Castanha-de-caju, torrada, salgada","570.17","2385.58","18.51","29.13","46.28","0","3.66"
"Castanha-do-Brasil, crua","642.96","2690.16","14.54","15.08","63.46","0","7.93"
"Coco, cru","406.49","1700.74","3.69","10.4","41.98","0","5.38"
"Coco,  verde, cru","0","0","0","0","0","0","0"
"Farinha, de mesocarpo de babaçu, crua","328.77","1375.58","1.41","79.17","0.2","0","17.86"
"Gergelim, semente","583.55","2441.56","21.16","21.62","50.43","0","11.87"
"Linhaça, semente","495.1","2071.53","14.08","43.31","32.25","0","33.5"
"Pinhão, cozido","174.37","729.56","2.98","43.92","0.75","0","15.6"
"Pupunha, cozida","218.53","914.35","2.52","29.57","12.76","0","4.25"
"Noz, crua","620.06","2594.33","13.97","18.36","59.36","0","7.25"
